age,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
21,Male,4,2,4,1,4,2,4,2,4,2,5,2,5,3,3,4,2,2,3,3,2,5,3,4,3,2,2,3,4,3,5,4,4,3,2,1,4,2,5,4,3,2,3,4,4,2,4,3,4,4
28,Female,3,2,4,3,4,2,4,2,4,4,2,2,4,3,3,5,3,1,2,1,1,4,2,5,1,4,1,5,4,4,4,3,4,2,4,2,4,3,5,4,3,2,4,1,4,2,5,2,3,3
37,Female,3,1,4,5,5,1,5,4,5,2,3,4,4,4,1,2,3,4,3,2,2,4,1,5,1,5,1,5,5,5,4,1,4,2,4,1,5,1,1,5,5,2,5,1,4,1,4,5,5,4
21,Male,3,5,2,2,3,4,1,2,4,4,2,4,4,4,2,2,4,4,2,4,1,1,1,5,2,2,2,4,4,4,4,3,5,3,4,4,4,1,4,5,4,1,5,1,5,1,5,4,4,5
27,Male,1,5,2,4,2,4,1,5,5,3,3,2,5,4,3,4,4,4,4,4,4,2,4,3,2,2,4,3,4,2,2,4,4,4,3,4,2,3,1,4,4,1,3,1,3,2,4,3,4,3
27,Female,3,5,4,5,4,5,1,5,1,5,1,4,4,4,1,3,1,1,3,4,1,4,1,5,1,5,3,5,5,5,5,4,5,1,4,1,5,1,4,5,3,1,5,1,5,1,5,4,5,5
18,Female,1,3,1,3,1,3,1,3,1,5,2,2,4,4,4,4,4,3,2,4,3,3,1,3,3,5,3,2,4,2,2,2,4,4,3,3,4,2,1,3,4,2,3,3,3,2,3,2,5,3
56,Female,1,2,5,2,5,1,5,4,1,3,5,1,5,1,2,2,3,2,4,1,4,5,1,3,2,4,1,4,3,4,5,1,5,1,5,1,5,1,4,4,3,3,5,4,4,2,3,1,3,4
34,Female,3,4,3,4,3,3,1,5,1,5,3,4,4,3,5,4,4,1,4,3,1,4,1,4,1,5,2,5,5,5,5,3,3,3,1,3,3,3,3,5,4,4,4,1,5,1,5,4,5,5
54,Male,3,4,4,3,5,2,4,5,1,3,2,5,2,4,2,1,1,1,1,1,2,4,1,3,1,5,2,4,2,4,4,2,5,1,3,2,3,1,2,4,5,1,5,2,4,2,5,4,5,4
47,Female,5,1,5,1,5,1,5,2,5,1,1,4,1,4,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,3,4,5,2,3,2,3,3,4,4,5,3,3,3,5,1,5,4,2,4
15,Female,3,1,4,2,4,1,4,2,2,5,5,2,5,2,4,4,5,4,5,2,1,5,4,4,2,4,1,3,4,4,4,1,5,2,4,1,5,1,5,5,3,3,4,3,4,1,4,2,4,5
18,Female,1,2,2,5,3,2,1,4,1,5,2,3,5,3,3,3,1,3,2,3,1,4,1,5,2,4,1,2,5,5,4,3,5,1,4,3,4,2,4,4,2,2,5,1,4,1,5,2,5,4
58,Female,1,3,3,4,2,2,2,4,2,4,5,2,5,2,2,2,3,3,2,4,1,4,1,5,2,5,2,5,5,5,4,4,5,2,2,2,3,1,4,4,3,3,3,2,3,2,2,2,4,4
35,Male,3,5,5,5,3,1,5,4,5,2,2,5,1,3,2,1,3,1,3,3,3,5,1,3,4,5,2,5,4,5,3,1,4,3,1,1,4,1,1,5,5,1,5,1,5,1,4,4,5,3
36,Female,4,4,4,3,4,3,3,4,3,4,4,4,4,3,4,3,4,3,3,3,2,4,3,3,3,2,3,4,4,4,4,5,3,4,2,4,4,2,4,3,4,4,4,3,3,2,3,4,4,3
26,Female,1,2,4,3,5,3,4,2,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,4,1,4,1,3,4,4,3,4,4,2,4,3,3,3,4,3,3,3,3,3,3,3,4,2,4,3
62,Male,2,5,4,4,1,2,2,5,1,5,4,3,3,5,3,3,3,1,3,2,1,4,1,5,1,5,2,4,5,4,4,1,4,1,2,2,4,1,4,2,3,1,4,1,5,1,4,2,5,5
22,Male,3,3,4,3,4,3,4,3,3,4,3,4,4,3,3,2,3,3,3,2,2,4,3,5,1,5,2,5,4,4,4,2,4,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3
31,Male,2,2,4,3,4,2,3,3,4,3,3,4,4,2,2,2,2,2,2,3,2,4,1,4,2,3,2,4,4,4,4,4,4,1,3,2,4,3,4,3,5,2,4,2,4,2,4,3,4,4
54,Male,2,3,4,3,4,3,3,3,3,3,2,4,3,4,1,1,1,1,1,1,1,4,1,4,2,4,1,4,3,3,4,1,5,1,3,2,4,1,4,5,4,2,5,1,5,1,4,3,2,5
17,Male,4,3,3,3,5,3,4,4,4,4,4,3,4,2,4,4,4,4,4,3,3,3,3,3,2,4,3,4,4,4,4,3,3,3,2,4,4,3,3,4,4,2,4,3,4,2,4,3,4,3
20,Male,3,1,4,4,3,3,2,4,2,4,4,3,4,3,1,3,3,2,2,2,1,2,2,4,1,4,2,4,4,4,4,2,4,2,4,1,5,3,4,4,3,3,4,2,3,2,3,4,4,3
30,Male,4,4,2,5,3,4,1,4,2,4,4,1,4,1,3,2,4,5,4,4,2,5,4,2,4,2,4,2,2,2,3,2,3,4,1,4,3,3,2,4,2,3,4,1,4,2,2,3,4,4
21,Female,1,4,1,3,2,1,2,5,1,4,2,4,5,3,4,2,4,5,2,3,5,2,1,4,2,4,2,5,5,4,3,1,4,1,2,2,5,2,3,3,1,2,2,2,4,2,3,2,2,4
19,Male,1,4,2,5,4,2,1,5,2,4,5,3,5,3,5,1,5,3,5,4,4,5,2,1,5,4,4,4,4,5,3,2,4,3,3,3,5,3,1,4,3,1,4,1,5,3,5,5,5,5
21,Female,1,4,1,5,1,2,1,4,2,5,4,4,5,2,2,5,5,5,5,4,3,2,2,4,3,2,4,2,2,4,4,2,4,5,2,4,5,4,4,4,4,1,5,1,4,1,4,4,5,5
23,Female,1,3,3,3,3,3,3,3,2,5,5,4,5,2,2,2,3,3,4,3,3,4,1,5,1,4,1,5,4,4,4,2,5,1,3,1,5,2,5,3,3,1,4,4,5,1,4,3,4,4
25,Female,5,1,5,4,5,1,5,5,5,5,5,5,5,1,1,1,2,5,1,1,5,5,1,5,1,2,1,5,5,5,5,1,5,5,2,5,1,1,5,1,4,5,1,5,5,1,5,1,5,2
19,Female,3,3,4,3,3,2,3,3,4,5,4,3,4,3,4,4,3,4,4,4,2,5,2,4,2,4,1,4,4,4,4,2,5,2,3,3,4,3,4,3,4,2,3,2,3,2,5,3,4,3
25,Female,2,4,4,5,4,3,2,5,1,4,4,2,5,4,4,4,4,3,4,2,2,3,3,2,1,3,2,3,4,4,2,3,5,3,1,3,5,2,3,4,3,2,4,4,4,1,5,2,4,3
15,Female,3,2,5,4,5,2,4,3,4,2,1,2,5,5,2,2,1,1,1,5,5,3,1,5,1,5,2,5,5,5,5,1,5,2,4,2,4,1,3,4,4,1,4,1,5,1,5,3,5,5
20,Male,3,1,3,2,4,1,5,1,3,2,3,3,4,2,2,2,5,4,2,2,5,5,3,4,2,5,4,2,5,5,2,3,4,1,3,4,5,4,5,4,3,3,4,3,3,1,5,3,2,4
28,Male,1,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,4,5,5,5,4,2,5,4,4,2,4,2,2,2,5,1,5,1,5,1,5,1,5,5,2,5,2,4,1,5,4,4,5,2
42,Male,3,2,4,4,4,2,4,4,3,3,3,4,4,3,2,1,2,2,3,2,2,4,2,4,2,4,2,4,4,5,5,2,5,2,3,2,2,1,2,3,4,1,4,3,4,2,5,2,4,4
15,Male,1,3,4,5,4,1,2,3,5,4,4,4,4,2,2,4,5,5,3,5,1,5,2,5,1,3,1,5,5,4,3,4,4,4,4,4,5,2,4,4,5,1,5,1,5,1,5,5,4,5
19,Female,1,2,2,2,3,2,4,3,4,3,4,3,4,2,2,2,3,2,4,4,4,4,4,1,5,2,4,2,4,2,3,1,4,3,4,3,2,4,2,4,5,1,4,3,4,1,5,5,5,5
19,Female,2,2,3,3,3,2,2,5,1,4,5,2,5,2,3,5,4,4,4,4,1,4,2,4,1,4,2,3,5,4,2,1,5,3,1,3,4,3,3,3,4,2,5,2,3,3,3,4,4,3
29,Female,4,2,4,2,4,2,4,2,4,4,4,4,4,2,2,2,4,4,2,3,2,4,2,2,2,3,2,4,4,4,2,2,2,3,2,2,4,3,4,2,2,4,4,4,4,2,4,2,4,4
22,Male,2,3,3,2,4,2,4,2,3,4,4,2,4,3,5,4,5,5,5,3,4,4,3,4,2,3,2,4,4,3,3,4,4,4,2,4,2,4,2,2,5,1,4,2,4,2,5,4,4,4
32,Female,3,3,3,3,3,2,2,4,2,4,2,4,2,3,5,2,4,3,2,2,1,5,2,5,1,5,2,5,5,5,4,1,4,2,3,2,5,2,4,5,3,2,5,2,5,1,5,3,5,5
54,Male,2,4,5,2,5,1,2,2,4,3,1,5,1,1,2,1,1,1,1,1,5,5,1,4,5,5,1,1,3,3,3,1,5,1,3,2,3,1,2,2,5,2,5,3,5,1,4,4,5,5
21,Male,3,3,3,4,3,3,2,4,3,4,3,4,3,3,4,4,4,4,4,3,3,4,3,3,3,2,3,3,4,4,3,3,2,2,2,4,4,4,3,3,4,1,4,2,4,2,3,3,4,4
24,Male,4,3,4,2,4,2,4,3,4,2,3,3,2,4,3,2,2,2,3,2,2,5,2,4,3,4,2,4,4,4,4,4,4,2,3,4,4,2,3,4,5,3,3,3,4,3,5,4,4,4
28,Male,3,5,5,5,3,5,5,5,3,5,1,1,5,1,1,1,2,1,1,1,1,4,1,3,1,5,1,5,3,3,2,5,5,1,1,5,5,3,1,5,5,1,5,2,3,1,5,4,5,5
15,Female,2,4,3,4,3,1,2,4,2,5,3,5,2,3,4,2,3,4,3,4,4,5,4,1,4,2,1,4,2,4,5,4,5,3,1,4,1,3,1,3,4,1,5,2,4,1,5,4,4,5
36,Female,4,2,3,2,4,2,3,3,2,4,3,3,5,4,2,3,4,4,3,4,1,4,1,4,2,4,2,3,5,4,2,3,5,2,1,4,4,3,2,4,3,2,3,2,4,1,5,1,3,4
20,Male,4,2,5,2,5,1,4,1,4,3,2,4,2,4,3,2,1,1,2,1,2,5,1,4,2,4,2,4,4,5,4,3,5,4,3,2,5,3,4,5,4,1,5,2,5,1,5,5,4,5
18,Female,1,4,2,5,1,1,1,4,3,5,4,3,4,1,2,3,4,4,5,5,3,4,3,1,4,1,3,2,2,2,2,3,1,3,1,4,3,4,3,3,4,2,4,3,2,1,4,4,2,2
29,Female,1,4,3,4,4,1,3,4,2,5,3,3,4,2,3,2,2,1,2,2,3,4,2,4,4,2,3,3,4,3,4,1,3,2,1,2,3,2,4,3,5,1,4,1,4,1,4,4,4,5
17,Female,3,1,4,3,5,1,4,2,2,2,2,5,5,3,4,2,4,4,4,2,5,5,2,4,2,5,2,3,4,2,4,1,4,2,4,2,3,2,5,3,3,1,4,4,4,1,4,4,4,3
31,Female,3,3,4,4,3,2,2,1,2,3,2,3,3,5,2,2,3,2,3,1,2,4,3,3,4,4,1,3,4,2,3,3,3,2,3,3,4,3,4,4,3,1,5,1,3,2,3,3,4,5
20,Female,4,1,4,4,5,1,2,1,1,1,4,4,5,2,5,4,5,4,4,2,3,3,4,3,2,2,2,5,3,5,2,4,1,3,1,4,1,3,2,4,5,1,2,1,3,5,3,5,4,2
25,Male,1,3,2,5,2,2,1,5,1,5,2,5,3,3,4,2,3,2,4,3,2,3,1,4,4,4,2,4,4,3,4,2,4,3,1,3,4,4,2,4,4,1,5,1,4,1,5,4,5,5
24,Female,1,3,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,5,1,5,5,5,5,5,1,5,5,5,5,5,1,1,1,5,1,1,5,1,3,5,5,1,5,5
29,Female,5,1,5,1,5,1,5,2,5,1,5,1,5,3,4,4,3,2,3,2,1,5,1,5,1,4,1,4,4,4,3,4,2,3,2,3,4,2,3,3,4,3,4,2,3,2,2,3,5,4
25,Male,2,3,3,3,3,4,3,3,3,3,5,3,4,3,4,4,5,4,4,3,4,3,2,3,2,4,3,4,4,3,3,4,4,2,3,5,4,3,2,3,2,4,4,3,3,3,3,3,4,2
16,Male,1,5,1,5,1,2,1,5,1,5,2,3,4,1,2,2,4,2,2,4,1,4,1,5,1,2,1,4,4,2,3,1,5,3,2,1,4,4,3,4,3,3,4,1,3,2,4,3,5,5
14,Female,2,3,3,5,4,3,1,5,1,5,5,3,5,2,1,3,3,1,2,2,1,4,1,5,1,5,2,5,5,2,3,3,3,3,1,4,3,3,4,3,4,2,5,2,2,1,3,3,4,3
20,Female,3,2,4,3,4,2,4,2,5,4,4,4,3,3,1,2,4,4,1,3,1,5,2,5,1,4,1,5,5,5,2,4,1,2,1,4,3,2,1,2,4,1,5,1,5,1,5,4,4,5
17,Female,3,1,3,3,1,1,1,3,4,3,4,4,4,2,1,5,5,5,2,3,1,4,1,5,1,5,3,5,5,3,2,5,3,4,2,5,5,4,2,3,5,1,5,1,5,1,5,5,5,5
16,Female,1,3,2,4,3,2,1,5,1,5,5,1,5,1,4,4,4,5,4,5,1,5,2,4,1,3,2,5,5,4,3,5,3,4,3,5,3,3,3,3,4,1,4,1,3,3,3,3,4,3
60,Male,1,5,4,5,2,4,1,5,1,5,1,5,4,4,1,1,1,1,1,1,1,3,1,2,2,2,2,4,2,4,4,5,2,1,2,4,3,2,2,4,5,1,5,1,5,1,5,5,5,5
24,Male,3,5,2,2,5,5,5,4,5,4,5,2,5,3,2,5,5,5,5,3,5,5,4,3,1,3,1,5,5,4,5,5,5,5,2,5,5,4,5,5,5,3,4,2,5,3,5,4,5,5
26,Female,3,3,4,2,3,2,3,5,1,4,3,3,5,4,1,1,1,1,1,2,1,5,3,5,1,4,1,4,5,4,4,4,5,3,4,3,5,1,5,4,4,1,5,1,5,1,4,3,5,5
27,Male,3,3,4,4,3,3,2,4,3,4,2,4,2,3,4,2,2,2,2,2,2,4,2,4,2,5,2,4,4,3,3,4,4,4,2,4,2,2,3,2,3,2,3,2,4,2,4,3,4,4
21,Female,2,2,4,4,4,2,4,2,4,3,3,3,3,4,3,3,2,4,3,4,2,2,1,4,2,4,2,4,4,4,3,4,3,4,3,4,3,3,3,4,4,1,4,1,4,2,3,2,4,4
17,Female,3,4,3,4,4,3,2,5,3,5,4,2,1,5,4,2,1,1,2,1,4,3,2,2,3,3,2,3,1,3,5,2,4,1,2,1,5,2,4,4,3,1,2,1,3,3,5,3,5,2
16,Female,1,3,4,4,3,1,3,2,5,5,4,3,4,1,2,3,4,3,3,3,1,4,1,5,2,5,2,5,5,5,5,5,4,5,1,4,2,3,2,3,5,2,5,4,4,1,5,5,4,3
17,Male,4,1,5,1,5,1,5,1,5,1,1,3,1,4,1,2,3,1,2,1,1,5,1,5,3,5,1,4,5,4,3,2,4,2,4,1,4,2,3,2,5,1,5,1,4,1,4,3,4,5
22,Male,4,2,4,2,5,1,4,2,5,2,1,4,2,4,1,2,4,2,1,2,2,4,2,3,2,3,1,5,3,4,4,3,3,2,3,4,4,2,3,4,5,1,5,1,5,1,5,5,4,5
18,Female,2,4,2,4,2,3,2,4,1,5,3,4,3,2,2,3,3,3,3,3,1,4,1,5,2,5,3,4,5,4,5,4,4,3,2,3,4,1,2,4,4,1,2,1,5,4,5,4,4,3
17,Male,3,2,3,3,4,4,1,1,4,2,3,3,3,2,3,4,5,5,3,3,2,3,3,4,3,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,4,2,4,1,3,1,3,4,5,4
15,Female,4,2,3,1,5,1,5,5,5,2,5,2,5,3,5,3,5,5,5,2,4,5,5,4,3,2,1,5,3,3,1,5,1,5,1,5,1,4,1,1,2,3,5,1,5,1,1,1,5,5
46,Female,2,2,4,2,5,1,4,2,5,4,5,3,4,2,4,5,4,5,5,4,1,5,1,5,1,5,1,4,5,4,3,2,5,1,3,1,4,1,5,3,3,3,4,2,4,1,4,2,5,5
16,Female,4,3,3,2,5,2,3,3,5,4,4,5,4,2,4,3,5,5,3,4,1,4,5,5,2,5,5,4,5,4,2,4,4,3,1,4,3,4,4,4,3,2,4,2,2,5,4,4,5,2
63,Male,3,3,2,3,2,2,3,3,2,5,5,3,3,1,2,3,4,4,4,2,2,4,2,4,1,4,2,5,3,4,4,4,5,2,1,4,3,4,2,5,5,2,4,2,4,1,5,4,5,5
18,Male,2,5,2,4,2,3,2,1,2,4,1,4,2,3,2,2,4,3,4,2,5,2,4,2,4,2,4,3,4,3,2,2,4,4,2,2,3,2,2,2,4,3,4,3,3,1,3,4,4,3
17,Female,5,1,4,2,4,1,5,3,4,4,1,4,3,5,2,3,3,4,2,1,2,5,2,3,1,4,2,3,2,3,1,5,4,5,1,5,2,5,1,2,4,2,5,2,5,2,5,3,4,4
20,Female,3,3,4,1,4,2,2,4,5,3,4,3,3,4,4,3,2,2,4,1,2,4,1,5,1,5,1,4,5,4,5,4,4,1,5,1,5,2,4,5,5,1,3,1,4,1,5,5,5,4
54,Female,3,3,4,2,5,2,4,3,4,3,3,3,3,3,3,2,3,2,3,3,2,4,1,4,1,4,1,4,4,4,3,4,3,3,3,4,3,3,3,4,5,2,5,2,4,1,4,4,4,4
18,Female,4,2,4,5,3,4,5,5,3,5,4,4,3,4,3,2,4,4,4,1,4,4,1,5,5,2,5,4,4,5,1,4,3,4,4,4,2,3,2,3,4,3,5,3,3,1,5,4,5,4
17,Male,2,3,2,4,3,4,1,4,4,5,4,2,5,2,2,4,4,3,5,4,1,5,4,5,1,4,1,4,5,3,3,4,3,3,4,4,4,3,5,3,3,1,3,1,4,3,4,4,5,3
17,Female,3,4,4,2,4,2,2,2,5,2,3,5,3,2,4,3,3,1,3,2,4,4,4,2,4,4,2,3,4,4,5,5,2,2,3,4,3,2,1,3,4,3,4,2,5,1,4,3,2,5
18,Male,1,3,2,4,2,4,2,4,3,5,3,2,4,3,3,2,2,2,3,2,1,2,4,3,3,3,3,4,3,3,5,3,3,2,1,4,4,4,4,4,4,2,3,2,3,2,5,4,4,4
31,Male,2,2,4,4,4,2,5,2,4,1,2,4,2,3,2,2,1,2,1,2,1,5,2,4,2,4,1,4,5,5,4,2,4,2,4,3,4,1,4,5,4,2,4,2,4,1,4,2,4,5
19,Female,5,1,5,1,5,1,4,1,5,4,3,3,4,3,5,4,5,4,4,2,2,4,4,4,3,5,2,4,4,5,1,3,2,5,1,5,1,5,1,3,3,3,5,4,4,1,3,2,3,5
18,Female,5,1,4,1,5,1,5,1,5,1,3,4,1,2,3,1,1,2,1,3,4,3,2,5,3,5,3,4,4,5,2,2,4,4,1,4,3,4,4,3,3,3,5,3,5,2,3,2,5,5
28,Female,1,1,3,3,3,4,4,2,4,2,1,3,4,4,2,5,5,4,3,3,4,3,3,5,3,3,4,4,4,2,3,3,4,3,3,2,3,4,3,4,1,3,3,3,2,2,3,2,4,3
29,Female,4,1,4,1,5,1,5,1,1,2,4,1,4,3,3,4,3,3,3,2,2,5,2,4,3,4,2,2,3,5,5,5,1,3,4,4,3,2,4,4,5,2,4,3,2,2,5,4,2,5
30,Female,3,2,4,2,3,2,4,4,2,5,4,4,5,4,4,3,4,3,3,2,1,4,4,4,2,4,2,4,4,4,4,4,5,2,4,2,4,2,4,4,4,2,4,2,4,4,3,3,4,3
55,Male,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,Female,1,2,3,3,4,3,3,2,3,3,3,3,5,4,5,3,5,3,3,3,4,5,2,4,2,4,2,3,4,4,3,2,4,2,3,3,3,2,3,3,2,3,3,2,3,2,4,3,2,3
45,Female,1,3,4,4,4,3,1,4,3,5,2,3,2,2,4,4,4,3,4,2,4,4,1,4,2,4,2,4,5,3,3,4,3,1,3,5,4,2,3,3,5,1,5,1,4,1,5,5,5,5
15,Female,2,3,3,2,4,2,2,4,5,5,4,3,4,1,4,5,4,4,4,4,1,3,2,5,1,4,3,3,5,3,3,5,3,3,1,4,5,2,3,3,4,1,5,1,5,1,5,5,4,5
19,Female,3,1,4,2,4,2,4,2,5,2,4,3,3,4,4,4,5,4,4,2,2,3,3,4,3,4,3,4,3,4,3,1,3,2,3,4,4,2,2,4,3,2,4,2,4,1,4,3,4,4
24,Female,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1
32,Female,1,2,2,4,3,2,2,4,1,5,5,2,5,2,3,3,5,5,4,4,1,5,1,5,1,4,1,4,5,3,4,1,5,1,4,1,5,1,5,4,5,2,5,2,5,1,5,4,5,5
18,Male,3,2,1,1,4,2,5,2,5,1,1,5,3,4,4,1,2,2,1,1,5,4,1,5,2,5,1,5,5,4,4,4,5,2,3,2,3,2,3,3,3,1,5,1,4,2,4,3,2,4
67,Male,1,3,3,4,3,2,1,5,2,5,2,3,3,3,2,2,3,2,2,2,1,4,2,5,1,5,2,4,4,3,5,2,5,1,3,2,4,2,3,5,5,1,5,1,4,1,5,4,5,5
17,Female,1,4,1,5,2,1,1,5,1,5,5,1,5,1,4,5,5,4,5,5,1,5,2,5,1,5,1,4,5,3,5,4,5,5,2,4,5,3,4,5,3,2,4,1,3,3,3,2,5,5
29,Female,5,2,3,3,5,2,2,2,4,3,5,5,4,2,3,4,4,2,3,2,5,2,2,4,1,2,3,3,3,3,1,5,2,3,2,4,3,3,2,4,4,1,5,1,4,1,5,3,4,4
57,Male,2,2,4,3,2,3,2,4,2,4,3,4,2,4,2,3,2,2,3,3,1,4,2,5,1,4,2,4,4,4,2,4,2,2,2,5,4,2,2,2,3,1,4,1,4,2,4,2,4,4
46,Female,1,4,3,5,1,5,1,5,1,5,3,3,5,2,1,3,3,3,2,3,1,1,1,4,2,4,2,4,4,3,3,2,3,3,5,2,3,2,4,3,1,5,2,4,1,4,2,1,3,1
38,Male,4,2,4,3,4,2,3,3,3,3,2,3,3,2,2,2,3,3,2,2,2,4,2,3,4,4,2,4,4,4,4,3,3,2,3,3,3,2,3,4,5,2,4,2,4,2,4,4,2,4
34,Female,4,1,5,1,5,2,5,2,4,1,3,5,5,4,5,4,1,3,3,2,1,5,1,5,1,5,1,5,5,5,2,5,5,4,1,5,3,3,2,3,5,1,5,1,3,1,5,5,5,5
21,Female,3,4,5,3,3,2,4,3,3,2,2,4,2,4,4,2,4,4,4,4,3,4,1,4,2,3,3,2,4,4,4,4,5,3,2,3,4,3,2,4,4,2,4,2,4,1,5,4,5,4
26,Female,2,4,5,5,2,5,5,5,3,5,3,4,5,4,5,5,5,4,4,2,4,5,3,5,5,5,2,5,5,4,3,3,5,3,5,2,4,2,3,4,4,5,5,5,4,3,5,5,5,3
19,Female,3,2,5,2,4,1,5,2,4,2,5,4,5,1,4,4,4,5,5,4,2,4,4,4,2,4,1,4,5,4,1,5,5,5,1,2,1,2,5,3,2,3,5,2,3,1,5,2,5,4
39,Female,3,1,4,3,4,1,4,3,4,3,3,3,4,4,3,4,1,1,3,4,1,4,1,5,1,4,1,4,5,4,3,5,5,4,3,4,3,1,3,4,4,1,5,1,4,1,5,3,5,4
28,Male,2,3,3,3,3,3,2,4,2,3,1,3,4,3,2,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,2,4,5,2,2,3,3,3,2,4,4,2,4,2,4,1,4,4,4,4
17,Female,1,5,2,5,2,3,2,5,1,5,2,4,3,2,2,3,2,1,2,4,2,4,3,4,2,5,3,3,4,4,5,3,5,1,3,2,4,2,4,4,5,2,4,2,4,2,4,4,4,5
16,Female,2,2,4,2,3,2,2,2,5,5,3,5,4,3,3,3,2,2,2,1,1,5,1,5,1,5,1,4,5,4,4,1,3,2,3,1,3,3,3,3,2,2,5,2,3,1,4,1,5,3
16,Female,1,3,3,3,2,2,1,4,2,4,5,3,5,2,3,2,2,1,4,3,1,5,4,4,2,3,1,5,5,2,2,4,4,5,3,4,2,1,2,3,4,2,5,2,3,1,4,4,3,3
16,Female,2,4,3,4,3,4,4,5,1,5,4,4,5,3,5,3,2,2,2,3,3,4,5,3,2,4,1,3,2,3,4,2,3,2,1,2,4,3,3,3,3,3,4,2,3,3,3,1,4,3
15,Male,5,1,5,1,5,1,5,4,5,5,1,5,2,1,2,1,2,1,1,1,2,3,5,1,2,1,1,3,2,1,1,2,3,3,1,5,2,1,3,3,1,3,5,1,5,1,3,2,1,5
23,Male,5,2,4,2,5,2,4,4,5,2,2,4,2,3,2,2,5,5,2,2,5,2,2,2,2,4,4,2,5,4,3,4,4,4,3,1,3,1,2,5,3,1,5,1,5,1,5,4,4,5
18,Female,2,5,5,2,4,2,3,2,3,3,3,3,4,2,4,2,3,3,1,3,3,3,1,5,1,5,2,5,4,4,4,4,3,3,3,4,1,2,3,5,3,4,3,1,3,2,4,4,2,2
33,Female,1,3,4,3,3,2,2,2,4,4,2,4,5,2,3,3,4,3,3,4,1,4,2,4,2,5,2,4,5,4,4,4,4,3,2,3,4,2,3,4,4,2,5,2,4,2,4,3,4,4
40,Female,2,4,4,4,4,3,2,5,1,5,2,2,4,3,2,2,3,3,1,2,1,5,1,5,2,4,2,5,5,4,3,2,4,2,4,1,5,1,4,4,4,1,2,3,4,2,4,3,4,4
60,Female,4,2,5,2,5,2,4,2,5,2,2,4,2,4,2,2,3,2,2,1,1,5,1,4,1,4,1,4,4,5,2,3,3,3,3,4,4,3,2,3,4,1,5,2,4,1,4,4,4,5
20,Female,2,1,3,4,3,2,2,4,2,5,3,3,5,2,3,2,3,1,4,3,1,4,4,5,2,5,2,4,4,3,2,5,4,5,1,4,4,2,4,3,4,3,4,3,5,2,5,4,5,5
43,Female,2,1,2,3,3,2,3,3,4,4,1,2,4,2,2,2,2,2,3,3,1,4,1,5,1,4,2,4,5,5,1,4,4,2,1,4,3,3,4,3,4,1,4,1,4,2,5,4,4,5
15,Female,4,1,5,1,5,1,3,4,3,1,3,3,2,3,2,1,2,1,4,3,2,3,2,4,1,5,1,4,5,5,4,4,4,2,2,2,4,1,4,5,4,2,4,2,4,1,4,4,4,5
17,Female,3,3,3,3,5,2,5,3,3,3,5,3,3,3,4,3,4,4,5,2,3,2,3,3,5,4,4,3,4,3,2,1,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3
26,Male,3,3,3,2,4,2,2,3,3,4,5,2,5,2,3,2,2,2,3,3,1,5,1,5,1,5,1,4,5,5,4,3,5,2,5,2,4,2,3,3,5,2,4,1,4,2,5,5,5,4
27,Female,1,5,3,5,2,5,1,5,1,5,3,4,4,1,4,2,4,3,4,5,3,3,3,3,2,4,4,5,3,1,1,4,1,5,1,5,3,3,1,1,1,5,1,3,1,5,1,1,4,1
64,Male,3,4,5,3,4,3,3,4,4,3,1,5,1,5,1,3,2,1,2,1,2,4,1,4,2,3,1,4,4,4,4,5,4,1,4,2,4,2,5,4,3,2,3,2,4,1,3,3,5,3
31,Female,1,4,3,4,2,3,3,4,1,5,3,2,4,2,4,3,3,3,2,4,4,4,1,4,4,4,2,4,4,4,4,3,5,3,2,4,4,2,3,4,4,2,4,1,3,2,4,4,4,3
48,Female,5,1,5,1,5,1,5,2,5,1,4,4,5,4,4,4,1,1,4,1,2,5,1,4,1,1,2,4,4,5,5,1,5,1,5,1,5,1,4,5,4,1,5,1,5,1,5,3,5,5
15,Male,2,3,3,2,3,4,2,3,3,5,3,3,4,1,3,3,4,2,3,1,3,1,3,2,5,3,4,2,3,2,3,3,3,3,4,4,3,2,2,3,3,2,1,1,3,2,3,1,1,5
