year,id,age,sex,race,degree,educ,region,marital,childs,wrkstat,hrs1,income_2000dollars,class,party,political_views,pres16,gunlaw,cappun,cannabis_legal,happy,health,life,trust,fear,satfin,mental_health_bad_days,tv_hours,socbar,relig,attend,god,postlife,bible,read_horoscope,astrology_is_scientific,evolved,bigbang,earthsun,radioact,lasers,electron,viruses,condrift,hotcore,expdesgn,odds1,odds2,science_score,science_answered
2018,967,26,female,other,high school,14,south,never married,2,working part time,21,5257.5,lower class,not very strong republican,"moderate, middle of the road",clinton,favor,favor,should be legal,pretty happy,good,routine,can't be too careful,no,more or less satisfied,0,,,none,about once or twice a year,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,968,40,male,black,high school,14,south,never married,0,working full time,40,38555,working class,strong democrat,"moderate, middle of the road",clinton,favor,favor,,pretty happy,good,exciting,,no,more or less satisfied,4,3,about once a month,protestant,every week,no doubts,no,word of god,no,not at all scientific,,,earth around sun,false,true,false,true,true,true,500 get the drug; 500 don't,yes,no,4,7
2018,969,26,female,black,high school,12,south,separated,3,working full time,42,70100,working class,"independent (neither, no response)",extremely liberal,clinton,oppose,favor,should be legal,very happy,good,exciting,can't be too careful,yes,more or less satisfied,0,,,protestant,nearly every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,970,60,female,other,less than high school,11,south,divorced,3,working full time,40,19277.5,lower class,not very strong democrat,slightly conservative,clinton,,oppose,should be legal,not too happy,,,most people can be trusted,,not satisfied at all,30,4,several times a year,catholic,several times a year,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,971,32,male,white,high school,16,south,married,4,working part time,25,47317.5,working class,"independent, close to republican","moderate, middle of the road",,favor,oppose,should be legal,not too happy,good,routine,can't be too careful,no,more or less satisfied,2,,,protestant,never,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,972,54,female,white,high school,13,south,divorced,3,working full time,30,38555,middle class,not very strong democrat,slightly liberal,clinton,,favor,don't know,pretty happy,,,can't be too careful,,more or less satisfied,10,3,about once a month,protestant,about once a month,believe with doubts,yes,inspired word,yes,not at all scientific,true,,earth around sun,true,true,false,false,true,true,all 1000 get the drug,no,yes,5,8
2018,973,27,male,white,less than high school,12,south,never married,0,working full time,35,31544.999999999996,lower class,"independent (neither, no response)",conservative,,,favor,should be legal,not too happy,,,can't be too careful,,not satisfied at all,0,5,almost daily,none,never,higher power,don't know,ancient book,,,,,,,,,,,,,,,0,0
2018,974,27,female,black,associate/junior college,14,south,never married,1,working full time,40,16648.75,working class,"independent (neither, no response)",don't know,,don't know,favor,should be legal,pretty happy,good,routine,can't be too careful,yes,not satisfied at all,0,,,protestant,about once or twice a year,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,975,34,male,white,high school,12,south,never married,2,working full time,45,31544.999999999996,middle class,not very strong democrat,extremely conservative,,favor,favor,,pretty happy,good,routine,,no,not satisfied at all,0,7,several times a year,protestant,never,no doubts,yes,ancient book,yes,very scientific,,,earth around sun,true,true,false,true,false,true,500 get the drug; 500 don't,no,yes,2,7
2018,976,37,female,white,bachelor's,16,south,married,2,keeping house,,,middle class,"independent, close to republican",conservative,trump,favor,oppose,should be legal,very happy,good,exciting,most people can be trusted,no,pretty well satisfied,,,,protestant,2-3 times a month,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,977,41,male,white,bachelor's,16,south,married,5,working full time,60,84120,working class,"independent, close to republican",conservative,,oppose,favor,should not be legal,very happy,good,exciting,can't be too careful,no,pretty well satisfied,0,,,catholic,2-3 times a month,believe with doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,978,32,female,white,high school,13,south,divorced,2,working full time,41,176200.14942,middle class,"independent, close to republican",slightly liberal,,,favor,should be legal,very happy,,,most people can be trusted,,pretty well satisfied,2,0,never,muslim/islam,about once or twice a year,no doubts,yes,inspired word,yes,sort of scientific,true,,earth around sun,false,true,true,false,true,true,500 get the drug; 500 don't,no,yes,7,8
2018,979,43,male,white,graduate,18,south,never married,0,"unemployed, laid off, looking for work",,,middle class,not very strong democrat,"moderate, middle of the road",trump,oppose,favor,,pretty happy,good,routine,,no,not satisfied at all,,5,several times a year,christian,every week,no doubts,yes,inspired word,yes,sort of scientific,,,earth around sun,false,false,false,true,true,true,500 get the drug; 500 don't,no,yes,5,7
2018,980,42,male,white,graduate,18,south,married,2,working full time,50,57832.5,middle class,"independent, close to republican",liberal,trump,oppose,favor,should be legal,pretty happy,good,exciting,most people can be trusted,no,more or less satisfied,5,,,none,never,"don't know, no way to find out",no,ancient book,,,,,,,,,,,,,,,0,0
2018,981,57,male,white,bachelor's,17,south,married,2,working full time,54,38555,working class,"independent, close to republican",slightly conservative,clinton,,favor,should not be legal,very happy,,,can't be too careful,,more or less satisfied,0,1,several times a year,catholic,2-3 times a month,believe with doubts,don't know,word of god,,,,,,,,,,,,,,,0,0
2018,982,43,female,white,bachelor's,16,south,married,2,working full time,35,31544.999999999996,middle class,not very strong democrat,slightly conservative,clinton,favor,favor,,pretty happy,good,routine,,no,pretty well satisfied,2,1,once or twice a week,catholic,about once a month,believe with doubts,yes,inspired word,no,not at all scientific,false,true,earth around sun,false,false,true,false,true,true,all 1000 get the drug,no,yes,8,9
2018,983,41,male,white,graduate,18,south,never married,0,other,,,middle class,not very strong republican,"moderate, middle of the road",other candidate,favor,favor,should be legal,pretty happy,poor,routine,can't be too careful,no,more or less satisfied,,,,catholic,never,"don't know, no way to find out",no,ancient book,,,,,,,,,,,,,,,0,0
2018,984,77,male,other,high school,13,south,never married,2,retired,,,working class,not very strong democrat,conservative,clinton,oppose,favor,,very happy,excellent,routine,,no,not satisfied at all,,4,never,catholic,about once or twice a year,no doubts,yes,word of god,no,not at all scientific,false,false,sun around earth,false,false,true,true,true,true,all 1000 get the drug,yes,yes,5,9
2018,985,46,male,white,bachelor's,16,south,married,2,working full time,65,84120,middle class,not very strong democrat,"moderate, middle of the road",clinton,,oppose,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,4,1,several times a month,protestant,about once or twice a year,believe with doubts,yes,inspired word,no,not at all scientific,true,,earth around sun,false,false,true,true,true,true,500 get the drug; 500 don't,no,yes,7,8
2018,986,50,female,white,graduate,20,south,never married,0,working full time,45,70100,middle class,not very strong republican,"moderate, middle of the road",don't know,oppose,favor,,pretty happy,good,exciting,,no,pretty well satisfied,0,2,once or twice a week,jewish,about once or twice a year,no doubts,no,ancient book,yes,not at all scientific,,,earth around sun,false,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,987,25,male,white,bachelor's,17,south,never married,0,working full time,52,3855.4999999999995,middle class,not very strong republican,"moderate, middle of the road",clinton,favor,favor,,very happy,excellent,exciting,,no,pretty well satisfied,20,1,about once a month,none,about once or twice a year,don't believe,no,ancient book,no,not at all scientific,true,true,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,9,9
2018,988,37,female,white,bachelor's,16,south,married,0,working full time,40,70100,middle class,not very strong republican,"moderate, middle of the road",didn't vote for president,,favor,should be legal,very happy,,,most people can be trusted,,pretty well satisfied,7,2,once or twice a week,jewish,never,higher power,yes,ancient book,yes,sort of scientific,,,earth around sun,false,true,true,false,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,989,60,female,white,high school,13,west,married,4,working part time,10,350.5,middle class,strong republican,"moderate, middle of the road",,favor,favor,should be legal,not too happy,poor,dull,can't be too careful,no,pretty well satisfied,20,,,protestant,about once or twice a year,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,990,57,male,white,high school,13,west,married,2,working part time,29,9638.75,middle class,not very strong republican,slightly conservative,trump,,favor,should not be legal,not too happy,,,can't be too careful,,not satisfied at all,30,2,never,other,several times a year,"don't know, no way to find out",no,ancient book,,,,,,,,,,,,,,,0,0
2018,991,38,female,other,high school,12,west,married,2,keeping house,,,middle class,"independent (neither, no response)",don't know,,don't know,don't know,,not too happy,good,routine,,no,more or less satisfied,,1,never,muslim/islam,several times a year,no doubts,yes,inspired word,no,not at all scientific,false,false,earth around sun,false,true,don't know,true,true,true,don't know,don't know,don't know,4,9
2018,992,25,male,white,high school,14,west,never married,0,working part time,8,9638.75,working class,"independent (neither, no response)","moderate, middle of the road",,,favor,should be legal,not too happy,,,can't be too careful,,more or less satisfied,15,8,about once a year,none,never,"don't know, no way to find out",don't know,inspired word,yes,sort of scientific,,,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,7,7
2018,993,34,male,white,bachelor's,16,west,never married,0,"unemployed, laid off, looking for work",,5257.5,working class,strong democrat,extremely liberal,clinton,favor,oppose,,pretty happy,fair,routine,,no,not satisfied at all,,0,about once a year,none,never,don't believe,no,ancient book,no,not at all scientific,,,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,7,7
2018,994,65,male,white,high school,13,west,married,1,retired,,,middle class,strong republican,extremely conservative,trump,,favor,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,,3,about once a month,protestant,about once a month,believe sometimes,no,inspired word,,,,,,,,,,,,,,,0,0
2018,995,34,female,white,high school,12,west,never married,0,working full time,40,31544.999999999996,working class,"independent (neither, no response)",extremely liberal,,favor,favor,,pretty happy,good,routine,,yes,not satisfied at all,4,2,several times a year,none,about once or twice a year,no doubts,yes,ancient book,yes,not at all scientific,,,sun around earth,don't know,false,don't know,true,false,true,500 get the drug; 500 don't,don't know,yes,2,7
2018,996,34,female,white,high school,15,west,never married,0,working part time,25,11391.25,middle class,other party,liberal,clinton,oppose,oppose,should be legal,not too happy,fair,routine,can't be too careful,yes,not satisfied at all,1,,,catholic,never,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,997,40,female,white,high school,14,west,never married,5,"unemployed, laid off, looking for work",,,lower class,"independent (neither, no response)",conservative,,oppose,oppose,should be legal,not too happy,good,dull,can't be too careful,no,not satisfied at all,,,,none,several times a year,higher power,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,998,26,female,white,high school,15,west,never married,1,working full time,54,,working class,not very strong democrat,"moderate, middle of the road",,,oppose,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,2,2,never,none,never,"don't know, no way to find out",no,ancient book,yes,not at all scientific,,,earth around sun,false,true,true,false,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,999,23,female,white,high school,13,west,never married,0,working full time,36,9638.75,middle class,"independent, close to democrat",liberal,,oppose,favor,should be legal,pretty happy,good,exciting,depends,yes,not satisfied at all,30,,,none,never,higher power,yes,ancient book,,,,,,,,,,,,,,,0,0
2018,1000,24,female,white,high school,12,west,never married,0,working full time,40,26287.5,working class,"independent, close to republican","moderate, middle of the road",trump,oppose,favor,,pretty happy,good,routine,,yes,more or less satisfied,3,1,about once a month,none,less than once a year,higher power,yes,inspired word,yes,not at all scientific,true,don't know,earth around sun,true,don't know,don't know,false,don't know,don't know,500 get the drug; 500 don't,no,yes,3,9
2018,1001,28,female,white,associate/junior college,16,west,married,0,working part time,16,,middle class,other party,conservative,trump,,favor,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,1,16,about once a year,protestant,less than once a year,believe with doubts,yes,inspired word,no,not at all scientific,false,,earth around sun,false,false,true,don't know,true,true,all 1000 get the drug,no,yes,6,8
2018,1002,56,female,white,associate/junior college,15,west,separated,2,keeping house,,,working class,not very strong democrat,slightly liberal,clinton,,favor,should be legal,pretty happy,,,most people can be trusted,,not satisfied at all,,1,never,catholic,about once or twice a year,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1003,84,male,white,bachelor's,16,west,married,3,retired,,,middle class,strong republican,conservative,trump,favor,favor,should not be legal,pretty happy,good,routine,most people can be trusted,yes,pretty well satisfied,,,,protestant,every week,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,1004,42,female,white,bachelor's,16,west,divorced,3,working part time,48,7886.249999999999,working class,"independent, close to democrat",extremely conservative,clinton,favor,oppose,should not be legal,not too happy,good,exciting,can't be too careful,yes,more or less satisfied,30,,,protestant,every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1005,44,male,other,bachelor's,20,west,never married,0,working full time,50,,middle class,"independent, close to democrat",slightly liberal,clinton,,favor,should be legal,pretty happy,,,most people can be trusted,,pretty well satisfied,0,0,several times a month,none,never,"don't know, no way to find out",don't know,,no,not at all scientific,true,,earth around sun,false,false,true,false,false,true,500 get the drug; 500 don't,no,yes,7,8
2018,1006,51,male,other,graduate,20,west,divorced,3,"with a job, but not at work because of temporary illness, vacation, strike",,70100,working class,,slightly liberal,,,oppose,should not be legal,pretty happy,,,most people can be trusted,,more or less satisfied,0,1,several times a year,catholic,every week,no doubts,yes,inspired word,yes,not at all scientific,,,earth around sun,false,don't know,true,false,true,true,500 get the drug; 500 don't,yes,yes,6,7
2018,1007,61,male,black,bachelor's,16,west,divorced,3,working full time,41,31544.999999999996,working class,"independent, close to democrat",liberal,,favor,don't know,should be legal,very happy,excellent,exciting,can't be too careful,no,more or less satisfied,0,,,don't know,about once or twice a year,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1008,37,female,white,bachelor's,16,west,married,2,"with a job, but not at work because of temporary illness, vacation, strike",,57832.5,middle class,not very strong democrat,liberal,clinton,favor,favor,should be legal,pretty happy,excellent,routine,can't be too careful,no,more or less satisfied,3,,,none,never,don't believe,yes,ancient book,,,,,,,,,,,,,,,0,0
2018,1009,39,male,white,bachelor's,16,west,divorced,2,working full time,40,31544.999999999996,middle class,not very strong republican,slightly conservative,trump,,favor,should be legal,pretty happy,,,most people can be trusted,,not satisfied at all,0,3,several times a month,catholic,about once or twice a year,believe with doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1010,65,male,other,graduate,18,west,separated,2,working full time,60,176200.14942,middle class,"independent, close to republican",liberal,trump,,favor,should be legal,pretty happy,,,most people can be trusted,,pretty well satisfied,0,0,several times a month,none,never,"don't know, no way to find out",yes,ancient book,no,not at all scientific,,,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,7,7
2018,1011,39,female,white,high school,14,northeast,widowed,2,working part time,25,13143.75,working class,strong democrat,liberal,,favor,oppose,,not too happy,fair,dull,,no,pretty well satisfied,29,3,never,buddhism,never,believe with doubts,don't know,inspired word,yes,not at all scientific,true,true,earth around sun,don't know,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,7,9
2018,1012,26,female,black,high school,13,northeast,never married,0,working full time,48,19277.5,working class,not very strong republican,slightly liberal,clinton,favor,favor,should be legal,very happy,excellent,exciting,can't be too careful,no,pretty well satisfied,0,,,none,never,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1013,55,female,white,bachelor's,16,northeast,married,5,working full time,40,57832.5,working class,strong republican,conservative,trump,,favor,should be legal,pretty happy,,,most people can be trusted,,pretty well satisfied,2,2,never,catholic,about once or twice a year,no doubts,yes,word of god,no,not at all scientific,true,,earth around sun,false,false,false,false,true,true,500 get the drug; 500 don't,no,yes,7,8
2018,1014,51,female,white,graduate,16,northeast,married,2,working full time,45,57832.5,middle class,strong republican,extremely conservative,trump,favor,oppose,,pretty happy,excellent,routine,,no,more or less satisfied,15,3,several times a month,catholic,every week,no doubts,yes,word of god,no,not at all scientific,,,sun around earth,false,true,false,false,false,false,all 1000 get the drug,no,yes,2,7
2018,1015,50,female,white,bachelor's,16,northeast,never married,0,working full time,49,70100,middle class,not very strong democrat,"moderate, middle of the road",clinton,,favor,should be legal,pretty happy,,,can't be too careful,,pretty well satisfied,2,2,several times a year,catholic,several times a year,no doubts,yes,inspired word,no,sort of scientific,,,sun around earth,false,true,true,true,true,true,500 get the drug; 500 don't,no,no,4,7
2018,1016,61,male,white,associate/junior college,14,northeast,married,2,working full time,70,31544.999999999996,middle class,"independent, close to republican",slightly conservative,,favor,favor,should be legal,very happy,good,exciting,most people can be trusted,no,more or less satisfied,0,,,protestant,about once or twice a year,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1017,19,female,white,high school,13,northeast,never married,0,working full time,,2453.5,middle class,not very strong republican,conservative,,oppose,oppose,,very happy,excellent,exciting,,no,pretty well satisfied,,2,never,catholic,every week,no doubts,yes,inspired word,yes,not at all scientific,true,don't know,earth around sun,false,don't know,true,true,true,true,500 get the drug; 500 don't,no,yes,6,9
2018,1018,42,female,black,high school,14,northeast,never married,3,working full time,40,31544.999999999996,working class,strong democrat,liberal,,,oppose,should not be legal,not too happy,,,can't be too careful,,not satisfied at all,0,9,about once a month,protestant,every week,no doubts,yes,word of god,no,not at all scientific,don't know,,earth around sun,true,true,true,true,true,true,500 get the drug; 500 don't,no,yes,4,8
2018,1019,30,male,other,high school,13,northeast,married,2,working full time,70,22782.5,working class,"independent, close to democrat","moderate, middle of the road",,favor,favor,,very happy,fair,routine,,no,pretty well satisfied,0,1,never,catholic,less than once a year,no doubts,yes,ancient book,no,not at all scientific,,,earth around sun,true,false,false,don't know,true,true,500 get the drug; 500 don't,no,yes,4,7
2018,1020,60,female,white,graduate,18,northeast,never married,0,keeping house,,,lower class,strong democrat,"moderate, middle of the road",clinton,favor,favor,should not be legal,not too happy,fair,routine,can't be too careful,yes,more or less satisfied,,,,protestant,every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1021,46,female,black,associate/junior college,13,northeast,never married,3,working full time,45,31544.999999999996,working class,strong democrat,"moderate, middle of the road",clinton,,favor,should be legal,pretty happy,,,most people can be trusted,,not satisfied at all,15,3,never,protestant,less than once a year,no doubts,yes,ancient book,,,,,,,,,,,,,,,0,0
2018,1022,35,female,white,high school,12,northeast,never married,2,working full time,35,16648.75,working class,not very strong democrat,"moderate, middle of the road",clinton,,oppose,should not be legal,pretty happy,,,can't be too careful,,more or less satisfied,2,5,about once a month,catholic,about once or twice a year,believe with doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1023,75,female,black,high school,12,northeast,widowed,0,retired,,,don't know,strong democrat,slightly liberal,clinton,favor,favor,,very happy,good,exciting,,yes,not satisfied at all,,20,never,protestant,several times a year,no doubts,yes,word of god,no,sort of scientific,false,true,sun around earth,false,true,don't know,false,true,don't know,all 1000 get the drug,don't know,don't know,4,9
2018,1024,35,female,white,less than high school,10,northeast,married,0,retired,,,lower class,"independent, close to democrat","moderate, middle of the road",,favor,favor,should be legal,pretty happy,poor,routine,can't be too careful,yes,not satisfied at all,,,,protestant,several times a year,believe sometimes,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1025,34,male,white,bachelor's,16,northeast,married,4,working full time,60,176200.14942,middle class,not very strong republican,extremely conservative,trump,oppose,oppose,,pretty happy,good,exciting,,no,pretty well satisfied,0,0,never,protestant,every week,no doubts,yes,word of god,no,not at all scientific,,,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,7,7
2018,1026,58,male,white,associate/junior college,14,northeast,divorced,4,working full time,40,70100,working class,strong republican,conservative,trump,,favor,should be legal,very happy,,,can't be too careful,,pretty well satisfied,0,3,about once a month,catholic,2-3 times a month,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1027,55,male,white,high school,12,northeast,widowed,2,working full time,86,98140,working class,strong republican,conservative,trump,favor,favor,,pretty happy,fair,routine,,no,pretty well satisfied,30,1,never,catholic,every week,believe with doubts,yes,inspired word,yes,not at all scientific,,,earth around sun,false,false,don't know,true,true,true,all 1000 get the drug,no,yes,5,7
2018,1028,86,male,white,bachelor's,16,northeast,widowed,3,retired,,,upper class,"independent, close to democrat",slightly liberal,clinton,favor,favor,should not be legal,not too happy,good,routine,most people can be trusted,no,pretty well satisfied,,,,catholic,about once or twice a year,believe sometimes,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1029,54,male,white,high school,12,northeast,never married,0,working full time,51,31544.999999999996,middle class,strong republican,conservative,trump,oppose,favor,,pretty happy,excellent,exciting,,no,more or less satisfied,0,0,several times a year,none,never,don't believe,no,ancient book,yes,not at all scientific,true,false,earth around sun,false,don't know,don't know,don't know,true,false,all 1000 get the drug,no,no,4,9
2018,1030,44,female,white,bachelor's,16,northeast,divorced,0,working full time,40,38555,middle class,not very strong republican,conservative,trump,,favor,should not be legal,pretty happy,,,most people can be trusted,,more or less satisfied,2,1,about once a month,protestant,every week,no doubts,yes,word of god,no,not at all scientific,false,,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,7,8
2018,1031,55,male,white,high school,12,northeast,never married,1,working full time,50,70100,middle class,"independent, close to republican",slightly conservative,trump,oppose,favor,,very happy,excellent,routine,,no,pretty well satisfied,0,4,several times a year,catholic,never,"don't know, no way to find out",don't know,ancient book,no,not at all scientific,,,earth around sun,false,false,false,false,true,true,500 get the drug; 500 don't,no,yes,6,7
2018,1032,58,female,white,associate/junior college,14,northeast,widowed,2,keeping house,,,working class,not very strong democrat,slightly liberal,clinton,favor,favor,should be legal,pretty happy,good,routine,can't be too careful,no,not satisfied at all,,,,catholic,every week,no doubts,yes,inspired word,,,,,,,,,,,,,,,0,0
2018,1033,54,male,white,high school,15,northeast,divorced,1,working full time,50,38555,working class,strong republican,conservative,trump,favor,favor,should not be legal,pretty happy,good,routine,can't be too careful,no,more or less satisfied,0,,,catholic,every week,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,1034,31,female,white,bachelor's,16,northeast,separated,2,working part time,30,26287.5,working class,"independent, close to republican","moderate, middle of the road",,oppose,favor,should be legal,not too happy,fair,exciting,can't be too careful,yes,not satisfied at all,15,,,none,never,higher power,yes,ancient book,,,,,,,,,,,,,,,0,0
2018,1035,51,male,white,associate/junior college,15,northeast,never married,0,working full time,35,1402,working class,"independent, close to republican","moderate, middle of the road",,favor,oppose,,pretty happy,good,exciting,,no,more or less satisfied,0,4,never,catholic,never,no doubts,yes,word of god,no,not at all scientific,false,false,earth around sun,false,don't know,don't know,true,false,true,500 get the drug; 500 don't,yes,yes,3,9
2018,1036,39,male,white,less than high school,10,northeast,never married,2,working full time,40,31544.999999999996,working class,"independent, close to democrat","moderate, middle of the road",,,favor,should be legal,very happy,,,can't be too careful,,more or less satisfied,3,8,never,protestant,several times a year,no doubts,no,word of god,yes,sort of scientific,true,,earth around sun,false,false,false,true,true,true,500 get the drug; 500 don't,no,yes,6,8
2018,1037,86,female,white,high school,12,northeast,widowed,3,retired,,,working class,not very strong democrat,"moderate, middle of the road",trump,favor,favor,should be legal,pretty happy,fair,routine,most people can be trusted,yes,more or less satisfied,,,,muslim/islam,about once or twice a year,no doubts,yes,other (vol),,,,,,,,,,,,,,,0,0
2018,1038,54,male,white,bachelor's,16,northeast,divorced,2,working full time,40,57832.5,working class,not very strong republican,slightly conservative,trump,,favor,should be legal,pretty happy,,,can't be too careful,,more or less satisfied,2,2,several times a month,none,never,believe with doubts,yes,don't know,,,,,,,,,,,,,,,0,0
2018,1039,26,male,black,high school,12,northeast,never married,4,keeping house,,,middle class,"independent (neither, no response)",slightly liberal,,oppose,favor,,not too happy,fair,routine,,yes,not satisfied at all,,4,several times a month,none,never,higher power,yes,ancient book,yes,sort of scientific,false,false,earth around sun,true,don't know,false,true,true,true,500 get the drug; 500 don't,no,no,3,9
2018,1040,37,female,white,graduate,18,south,married,2,working full time,15,57832.5,middle class,"independent, close to democrat",slightly liberal,,favor,favor,,very happy,good,exciting,,no,pretty well satisfied,2,1,about once a month,protestant,several times a year,believe sometimes,yes,inspired word,no,not at all scientific,true,true,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,yes,9,9
2018,1041,45,male,white,bachelor's,16,south,divorced,3,working full time,50,176200.14942,middle class,not very strong republican,slightly conservative,,favor,favor,should be legal,not too happy,fair,exciting,can't be too careful,no,more or less satisfied,0,,,none,never,higher power,don't know,ancient book,,,,,,,,,,,,,,,0,0
2018,1042,70,female,black,high school,14,south,married,3,retired,,,middle class,not very strong democrat,slightly liberal,clinton,favor,oppose,,very happy,good,exciting,,no,pretty well satisfied,,3,never,protestant,several times a week,no doubts,yes,word of god,no,not at all scientific,false,false,earth around sun,false,don't know,false,true,true,true,500 get the drug; 500 don't,no,yes,4,9
2018,1043,43,male,other,graduate,20,south,married,2,working full time,50,47317.5,working class,"independent, close to democrat","moderate, middle of the road",clinton,favor,oppose,,pretty happy,excellent,exciting,,no,more or less satisfied,0,1,several times a year,hinduism,every week,no doubts,yes,ancient book,yes,very scientific,,,earth around sun,false,false,true,false,true,true,500 get the drug; 500 don't,no,no,7,7
2018,1044,23,male,white,high school,14,south,never married,0,working full time,40,14896.249999999998,middle class,"independent (neither, no response)","moderate, middle of the road",,,favor,should be legal,very happy,,,can't be too careful,,more or less satisfied,0,2,once or twice a week,jewish,never,believe with doubts,yes,inspired word,yes,not at all scientific,true,,earth around sun,true,don't know,true,false,true,true,500 get the drug; 500 don't,no,yes,6,8
2018,1045,42,female,other,bachelor's,17,south,never married,3,working part time,25,19277.5,working class,strong democrat,slightly conservative,clinton,oppose,oppose,,pretty happy,good,routine,,yes,not satisfied at all,14,2,about once a year,protestant,every week,no doubts,yes,inspired word,yes,not at all scientific,true,false,earth around sun,false,true,false,true,true,true,all 1000 get the drug,no,no,5,9
2018,1046,86,female,white,associate/junior college,14,south,widowed,6,retired,,,middle class,"independent, close to democrat",slightly liberal,clinton,favor,oppose,,pretty happy,good,exciting,,yes,more or less satisfied,,3,never,protestant,every week,no doubts,yes,inspired word,no,not at all scientific,,,don't know,false,don't know,false,false,false,true,500 get the drug; 500 don't,no,don't know,3,7
2018,1047,72,female,white,high school,12,south,separated,2,retired,,,middle class,strong republican,extremely conservative,trump,favor,favor,should be legal,pretty happy,good,exciting,can't be too careful,yes,more or less satisfied,,,,protestant,never,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,1048,55,female,white,graduate,18,south,divorced,1,"unemployed, laid off, looking for work",,350.5,middle class,not very strong democrat,"moderate, middle of the road",,favor,oppose,should not be legal,pretty happy,good,exciting,most people can be trusted,yes,more or less satisfied,,,,orthodox-christian,less than once a year,"don't know, no way to find out",no,inspired word,,,,,,,,,,,,,,,0,0
2018,1049,69,male,black,less than high school,11,south,widowed,0,retired,,,upper class,not very strong democrat,slightly conservative,clinton,oppose,oppose,should be legal,pretty happy,fair,routine,can't be too careful,yes,more or less satisfied,,,,protestant,2-3 times a month,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,1050,89,female,black,less than high school,6,south,widowed,0,retired,,,lower class,strong democrat,don't know,clinton,,favor,should not be legal,very happy,,,can't be too careful,,more or less satisfied,,24,never,protestant,several times a week,no doubts,yes,word of god,no,don't know,,,don't know,don't know,don't know,don't know,true,don't know,don't know,all 1000 get the drug,don't know,don't know,0,7
2018,1051,68,male,black,less than high school,10,south,separated,8,retired,,,upper class,strong democrat,slightly liberal,clinton,oppose,favor,,pretty happy,fair,routine,,no,not satisfied at all,,9,never,protestant,2-3 times a month,no doubts,yes,word of god,no,not at all scientific,,,earth around sun,false,true,don't know,true,false,true,all 1000 get the drug,no,yes,3,7
2018,1052,45,female,white,high school,12,south,never married,0,working part time,7,19277.5,working class,strong republican,extremely conservative,trump,,oppose,don't know,very happy,,,most people can be trusted,,more or less satisfied,0,1,never,protestant,every week,no doubts,yes,word of god,,,,,,,,,,,,,,,0,0
2018,1053,18,female,white,high school,12,south,never married,0,"unemployed, laid off, looking for work",,,middle class,not very strong democrat,slightly conservative,,oppose,favor,,pretty happy,good,exciting,,no,pretty well satisfied,,3,never,protestant,about once a month,believe with doubts,yes,inspired word,yes,sort of scientific,true,true,sun around earth,true,false,false,true,true,true,all 1000 get the drug,no,no,5,9
