age,gender,country,english_native,handedness,extraversion,neuroticism,agreeableness,conscientiousness,openness
38,Male,US,Yes,Right,3.7,2.3,4.6,4.8,4.5
60,Female,US,Yes,Left,1.5,4.8,3.3,1.0,2.1
23,Male,GB,Yes,Right,2.4,3.6,2.9,3.6,3.9
38,Male,US,Yes,Right,2.7,2.3,3.3,1.9,4.3
34,Male,US,Yes,Right,1.6,1.8,3.9,3.3,4.5
28,Female,BR,No,Right,2.1,2.9,3.8,3.9,3.7
40,Female,GB,Yes,Right,3.4,3.3,3.9,2.6,2.7
16,Female,NL,No,Right,3.2,1.8,2.6,3.7,3.8
43,Female,BR,No,Right,3.4,3.2,4.2,3.9,3.3
16,Female,PH,No,Right,2.3,3.9,4.3,3.0,3.6
20,Male,US,Yes,Right,3.5,3.5,3.7,2.9,4.7
26,Female,US,Yes,Right,3.9,1.7,3.9,2.9,4.0
21,Female,US,Yes,Right,3.9,2.9,4.4,2.7,4.8
33,Male,LB,No,Right,1.8,3.3,4.2,4.1,3.8
33,Female,US,Yes,Right,2.0,4.1,4.5,3.3,2.9
17,Female,MV,No,Right,3.3,3.5,4.0,2.7,3.0
17,Female,US,Yes,Right,2.3,4.8,4.1,3.3,3.4
17,Female,AU,Yes,Right,3.2,1.5,4.6,2.7,4.7
19,Female,ZA,No,Right,1.3,3.4,4.7,3.6,4.6
23,Male,US,Yes,Left,4.1,1.3,3.7,4.5,3.5
27,Male,AU,Yes,Right,4.4,3.4,2.3,2.3,3.9
48,Male,IN,No,Right,2.4,3.0,3.4,4.2,3.5
18,Female,US,Yes,Right,2.6,3.6,4.5,4.0,3.8
20,Male,US,Yes,Right,3.1,4.1,3.4,4.1,4.3
14,Female,GB,Yes,Right,2.7,3.5,3.9,3.5,2.7
15,Female,US,Yes,Right,1.8,3.5,3.7,2.9,3.8
24,Male,US,Yes,Right,2.0,3.8,3.8,2.7,4.2
23,Female,PH,No,Right,2.8,2.4,4.1,4.5,3.5
21,Male,US,Yes,Right,3.8,3.8,4.3,4.2,3.9
44,Female,GB,Yes,Right,3.2,2.8,3.4,3.7,4.2
40,Female,BE,No,Left,3.4,2.3,4.8,2.4,4.3
18,Female,PH,No,Right,4.1,3.0,3.9,2.6,4.3
28,Male,AU,No,Right,2.8,3.0,3.8,4.5,3.0
29,Male,CA,Yes,Right,2.6,2.0,1.7,4.2,4.7
27,Male,GB,No,Right,4.1,4.0,3.9,4.2,4.1
19,Female,NZ,Yes,Right,4.0,4.3,4.9,1.9,4.7
21,Female,CA,Yes,Right,3.6,3.6,4.8,3.3,4.4
16,Male,CA,Yes,Right,3.8,2.3,3.8,3.1,4.4
29,Male,FR,No,Right,2.7,4.0,2.7,4.0,4.5
31,Male,IT,No,Right,3.0,3.1,3.4,2.9,4.7
24,Male,IN,No,Left,2.4,4.0,4.3,2.7,3.8
37,Male,AU,Yes,Right,2.8,2.6,4.5,3.8,4.2
24,Male,US,Yes,Right,3.3,3.1,3.3,3.7,4.4
16,Female,US,Yes,Right,3.3,3.7,4.1,3.5,3.2
17,Female,AU,Yes,Right,2.6,4.3,4.5,4.4,4.4
38,Female,US,Yes,Right,1.9,2.8,4.0,3.8,4.0
41,Female,AU,Yes,Right,3.4,1.8,4.3,2.8,4.5
49,Female,US,Yes,Right,5.0,1.7,5.0,3.9,3.4
17,Female,US,Yes,Right,4.5,3.3,2.2,2.4,3.7
34,Female,GB,No,,4.3,4.1,4.2,3.8,4.6
38,Male,GB,Yes,Right,3.2,2.9,4.3,2.2,4.2
57,Female,US,Yes,Left,4.6,3.9,4.9,2.5,4.1
22,Female,(nu,No,Right,3.2,2.7,3.9,4.2,4.2
16,Female,US,Yes,Left,1.9,3.2,3.2,3.9,4.0
25,Female,US,Yes,Right,2.1,4.7,2.2,4.4,2.8
19,Female,US,Yes,Right,5.0,1.7,4.2,3.9,3.4
22,Male,US,Yes,Right,3.6,3.1,3.0,3.2,3.9
40,Male,US,Yes,Left,2.3,2.5,4.9,2.4,4.2
56,Female,AU,Yes,Right,3.4,4.3,4.0,3.6,4.7
54,Female,GB,Yes,Right,4.8,2.3,5.0,3.4,3.4
31,Male,MY,No,Right,2.9,3.1,3.4,2.7,3.4
14,Female,US,Yes,Right,4.5,2.9,2.6,3.0,4.1
28,Male,US,Yes,Right,4.4,2.2,4.6,3.3,4.2
17,Female,US,Yes,Right,4.1,2.2,5.0,3.0,4.9
22,Male,IN,No,Right,3.0,2.4,3.7,1.7,4.1
26,Female,IN,No,Right,3.6,3.1,3.4,3.3,3.4
33,Female,US,Yes,Right,4.1,3.5,3.7,3.7,4.7
20,Female,US,Yes,Right,3.4,4.7,4.8,3.3,3.4
26,Male,CH,No,Right,2.6,3.2,4.4,3.1,4.2
24,Female,IN,No,Right,2.5,2.3,4.7,4.9,3.7
18,Female,US,Yes,Right,2.4,4.2,2.7,2.5,4.3
22,Female,US,Yes,Right,3.4,3.9,4.6,4.1,4.6
18,Female,BR,No,Right,1.3,3.0,2.1,3.3,3.2
25,Male,GB,Yes,Right,2.0,2.8,2.0,3.0,3.5
26,Male,US,Yes,Right,3.9,3.6,3.6,2.5,4.2
19,Female,US,Yes,Right,2.7,2.4,3.7,2.2,3.7
23,Male,NZ,Yes,Right,3.8,2.4,3.8,3.5,4.4
25,Male,EU,Yes,Right,2.2,3.6,3.4,3.1,3.1
23,Female,AU,Yes,Right,3.8,1.6,4.2,3.5,2.7
18,Female,GB,Yes,Right,2.5,4.8,3.0,2.0,4.4
16,Male,US,Yes,Left,3.3,1.7,3.1,2.6,3.3
18,Male,ES,No,Right,4.0,2.2,3.4,2.4,4.6
22,Male,GR,No,Right,3.4,2.6,3.1,3.5,4.2
22,Female,GB,Yes,Right,3.5,2.2,4.4,3.9,3.0
30,Female,MX,No,Right,2.0,4.0,3.0,3.8,4.5
28,Female,GB,Yes,Right,1.6,4.6,4.1,3.4,2.9
16,Male,GB,Yes,Right,3.3,3.2,3.9,3.3,3.7
46,Female,GB,Yes,Right,2.8,2.5,4.3,3.4,3.8
16,Male,CA,Yes,Right,3.4,1.7,3.4,2.8,4.2
49,Female,ZA,Yes,Right,2.8,3.4,4.4,2.7,3.1
20,Male,TR,No,Right,3.1,4.0,3.6,3.4,3.2
43,Female,NZ,Yes,Right,3.4,2.8,4.5,3.1,3.5
22,Female,US,Yes,Right,4.1,3.5,4.2,3.0,3.0
23,Male,IN,No,Right,2.9,2.0,5.0,3.4,2.6
33,Male,CY,No,Right,2.5,2.4,2.7,2.9,4.0
22,Female,IN,No,Right,2.0,4.9,3.2,2.7,3.1
16,Female,US,Yes,Right,2.1,4.8,4.3,1.8,4.8
34,Male,ZA,Yes,Right,2.9,1.8,3.5,4.2,3.7
53,Female,US,Yes,Right,3.7,4.1,3.6,4.3,3.5
31,Male,US,Yes,Right,3.1,3.7,3.5,3.9,3.6
15,Female,AU,Yes,Right,4.4,3.3,3.4,1.5,4.1
21,Female,PK,No,Right,3.1,2.9,4.2,3.6,3.6
16,Male,PL,No,Right,3.3,3.3,3.4,2.6,4.4
28,Male,CA,Yes,Left,2.6,2.6,2.0,2.7,4.8
30,Female,MK,No,Right,2.0,2.7,4.6,3.3,4.3
42,Male,MT,Yes,Left,4.2,3.3,3.4,3.5,4.6
18,Female,US,Yes,Both,3.9,2.5,5.0,3.9,3.8
17,Female,US,Yes,Right,4.1,2.9,3.6,3.6,3.5
17,Female,GB,Yes,Right,2.7,4.0,3.7,2.2,3.6
30,Female,US,Yes,Right,3.5,3.6,4.0,3.3,3.3
17,Female,US,Yes,Right,1.6,3.7,2.7,2.8,2.2
16,Female,US,Yes,Right,3.6,4.3,3.9,2.7,3.3
16,Female,US,Yes,Right,3.1,4.7,3.0,2.4,3.5
15,Female,US,Yes,Both,2.6,2.6,4.6,4.2,4.4
26,Female,FI,No,Left,3.2,3.2,4.1,3.7,3.5
20,Female,NZ,Yes,Right,2.9,4.4,3.8,2.0,3.4
18,Female,US,Yes,Right,3.0,3.2,3.4,3.9,2.9
19,Female,GB,Yes,Right,3.6,2.7,4.1,2.8,3.7
33,Male,AR,No,Right,3.2,1.9,3.4,4.4,4.8
15,Female,US,No,Right,2.4,4.0,2.5,2.9,2.8
18,Male,TT,Yes,Right,2.5,4.9,3.5,3.0,5.0
20,Female,US,Yes,Right,2.0,2.7,3.7,3.6,3.6
17,Female,US,Yes,Right,3.1,3.2,3.9,3.6,3.2
25,Female,US,Yes,Right,1.4,4.0,2.5,3.6,3.5
65,Female,US,Yes,Right,1.9,3.3,4.2,2.9,4.3
21,Female,US,No,Right,4.7,3.9,4.7,2.9,4.5
54,Male,AU,No,Right,4.6,1.8,4.6,4.6,4.6
24,Male,US,Yes,Right,1.2,4.5,4.2,2.8,4.4
20,Female,MY,No,Right,2.9,3.0,4.4,2.9,3.1
20,Female,CA,Yes,Right,2.3,3.3,4.4,3.0,4.2
19,Male,GB,Yes,Right,4.0,2.7,4.1,3.3,4.2
27,Female,US,Yes,Left,4.0,3.9,2.9,2.4,4.4
22,Female,FR,No,Right,4.5,4.2,3.9,3.9,3.5
16,Male,GB,No,Right,1.5,3.3,3.6,3.3,2.0
23,Male,BA,No,Right,2.5,3.4,3.3,4.1,4.4
19,Female,GB,Yes,Right,3.2,4.4,2.7,2.1,4.3
19,Female,CA,No,Right,2.3,3.2,4.1,3.1,3.6
30,Male,LB,No,Right,3.7,4.1,3.6,4.4,4.1
14,Female,MA,No,Right,2.2,3.8,4.2,3.8,4.2
40,Female,AU,Yes,Right,1.4,4.0,3.5,1.8,4.1
29,Female,US,Yes,Right,2.2,4.5,5.0,3.3,3.9
20,Female,AU,No,Right,1.7,2.6,3.7,3.6,3.8
21,Female,US,Yes,Right,3.4,2.0,3.7,2.7,4.1
34,Female,BE,Yes,Right,3.5,3.0,3.7,3.2,2.3
25,Male,US,Yes,Right,2.8,2.5,4.0,3.1,3.4
50,Female,IT,No,Right,4.0,1.9,4.4,3.9,3.7
43,Female,US,Yes,Right,3.9,4.6,4.4,3.4,4.6
41,Female,CA,Yes,Right,2.5,2.2,3.0,3.7,3.8
24,Female,US,Yes,Right,3.5,2.5,3.8,3.0,2.9
19,Male,US,Yes,Right,1.3,2.4,4.2,3.9,4.3
32,Female,US,Yes,Right,2.9,2.1,4.1,4.2,3.9
25,Female,US,No,Right,2.2,3.6,3.5,3.3,3.6
20,Male,NL,No,Right,4.0,2.3,3.8,3.7,3.5
19,Male,IN,No,Right,2.9,3.7,3.6,3.5,4.5
24,Female,US,Yes,Right,1.7,3.8,3.9,3.7,4.0
25,Male,CA,Yes,Right,4.0,1.7,5.0,3.6,4.6
18,Male,PK,No,Right,2.2,4.2,4.1,3.4,3.4
14,Female,US,Yes,Right,1.1,4.8,2.9,2.3,3.1
14,Female,(nu,No,Left,1.8,2.7,3.6,3.9,2.8
22,Male,US,Yes,Right,4.0,1.4,4.7,4.0,4.1
20,Female,US,Yes,Right,3.4,2.7,4.4,2.8,4.1
15,Female,US,No,Right,2.7,2.6,4.2,3.2,3.6
19,Male,US,Yes,Right,1.5,3.2,3.7,1.7,2.6
23,Female,GR,No,Right,3.4,2.3,4.6,4.4,3.9
38,Female,MM,No,Right,3.2,3.4,4.4,3.5,2.7
17,Female,KE,Yes,Right,4.1,4.7,4.9,3.7,4.1
15,Male,US,Yes,Right,2.1,2.1,3.4,2.0,3.2
18,Female,US,Yes,Right,3.5,1.9,4.1,4.0,3.9
14,Male,US,Yes,Right,4.0,2.3,1.8,4.1,4.2
18,Female,US,Yes,Right,4.2,3.5,4.6,3.3,3.6
33,Female,MX,Yes,Right,3.9,4.3,4.2,3.6,3.7
33,Female,US,Yes,Right,3.5,3.3,4.2,2.8,4.4
16,Female,NO,No,Right,3.9,3.8,3.1,2.5,4.1
16,Female,GB,Yes,Right,2.8,3.1,3.6,3.0,4.8
18,Female,US,No,Right,3.7,2.6,2.5,2.6,3.9
39,Male,(nu,Yes,Right,2.9,3.4,3.7,3.5,3.7
53,Female,CA,Yes,Right,3.5,2.5,3.5,3.9,3.5
21,Male,AU,Yes,Right,1.2,2.4,2.4,4.2,3.6
20,Male,GB,Yes,Both,1.6,3.6,2.4,2.6,4.2
25,Male,FR,No,Right,3.4,2.5,3.7,2.1,4.9
24,Male,ZA,Yes,Right,4.5,2.1,4.6,3.7,4.3
20,Female,(nu,Yes,Right,2.9,3.3,4.2,3.2,4.7
26,Male,NP,No,Right,3.8,2.8,4.0,3.3,3.8
21,Male,UA,No,Right,2.0,3.5,3.2,3.1,4.1
22,Male,IT,No,Right,2.1,2.7,4.3,2.7,4.3
20,Female,US,Yes,Right,3.2,2.6,3.4,4.1,3.1
23,Female,US,Yes,Right,1.9,4.0,3.4,3.0,3.2
17,Male,PH,No,Left,3.5,2.4,4.1,3.7,4.4
30,Male,IT,No,Right,1.5,4.0,3.1,3.9,3.6
21,Female,MY,Yes,Right,3.6,3.5,3.5,2.7,2.6
45,Male,US,Yes,Right,4.2,2.9,4.3,4.1,4.4
17,Male,US,Yes,Right,2.3,3.7,3.8,2.6,4.2
27,Male,IN,No,Right,4.3,2.2,4.8,4.3,4.1
31,Male,IN,No,Right,3.1,3.7,3.9,3.4,4.6
17,Male,US,Yes,Right,4.4,2.1,4.4,2.6,3.9
35,Male,IN,No,Right,3.3,3.9,3.7,2.7,3.5
28,Male,PK,No,Right,2.6,2.4,3.0,3.0,4.1
32,Female,PT,No,Right,2.9,2.4,4.3,4.6,4.7
20,Female,IE,Yes,Right,3.2,2.1,5.0,4.2,4.2
19,Female,US,Yes,Right,3.9,2.8,2.9,3.3,4.7
26,Male,US,Yes,Right,2.0,2.0,3.3,3.7,2.6
21,Male,US,Yes,Right,2.3,3.1,3.0,3.2,3.4
21,Female,GB,Yes,Right,3.4,4.3,4.6,2.3,4.4
29,Female,DE,No,Right,3.9,1.8,4.7,3.1,4.4
20,Female,PH,No,Left,1.9,3.4,2.3,2.7,4.2
17,Male,US,Yes,,2.2,1.4,2.7,4.1,4.3
25,Male,CA,No,Right,3.7,1.2,4.0,3.7,3.9
18,Male,CA,Yes,Right,4.9,3.5,4.6,3.7,4.6
68,Male,US,Yes,Right,2.5,2.8,2.7,2.3,3.3
33,Female,IN,No,Right,3.1,4.5,4.4,2.8,4.1
24,Male,PT,No,Right,3.2,2.4,3.3,3.4,4.2
20,Male,US,Yes,Left,3.2,3.1,3.2,2.6,4.9
23,Female,US,Yes,Right,3.5,1.7,4.4,2.7,4.5
18,Female,GB,Yes,Right,3.8,2.3,4.0,3.7,4.0
23,Female,US,Yes,Right,3.1,2.8,4.2,4.3,4.8
41,Female,US,Yes,Right,3.8,1.9,5.0,3.9,4.4
26,Female,AU,No,Right,3.5,3.0,4.2,2.4,4.7
18,Male,US,Yes,Right,3.3,1.9,4.6,3.1,4.1
19,Female,AU,Yes,Right,3.9,3.1,3.6,3.1,3.2
21,Female,PK,No,Right,4.4,2.6,4.8,4.1,4.1
22,Female,US,Yes,Right,2.0,3.6,3.0,4.2,3.6
25,Male,(nu,Yes,Left,2.5,1.4,3.0,4.6,3.3
23,Female,ZA,Yes,Right,2.9,2.9,4.4,4.5,3.1
19,Female,US,No,Right,2.9,3.9,4.0,3.8,3.6
14,Female,PH,No,Right,2.4,2.6,3.4,3.3,3.6
31,Female,RO,No,Right,2.8,2.6,3.7,3.9,4.2
17,Female,US,Yes,Right,4.4,3.7,4.3,3.9,4.5
31,Male,US,Yes,Right,2.6,2.2,3.4,4.4,2.8
29,Male,IN,Yes,Right,2.2,2.8,3.5,3.9,3.8
75,Female,US,Yes,Right,4.6,3.2,5.0,4.3,3.6
26,Male,US,Yes,Right,4.5,3.2,4.8,2.6,4.2
24,Female,PH,No,Right,3.3,3.4,4.0,3.5,3.7
21,Male,US,Yes,Right,3.7,2.7,4.4,4.2,4.7
20,Male,US,Yes,Right,3.6,2.5,3.9,3.6,3.9
19,Male,US,Yes,Right,3.7,2.6,4.5,3.9,4.4
36,Male,PH,Yes,Right,3.9,3.2,3.5,2.7,4.0
28,Male,US,Yes,Right,4.0,1.0,4.6,2.9,4.7
16,Male,US,Yes,Right,1.3,2.4,4.0,3.0,2.5
25,Female,GB,Yes,Right,3.1,2.9,3.7,3.5,3.6
19,Female,US,Yes,Right,2.9,2.5,4.8,4.3,3.9
19,Male,CA,Yes,Right,2.9,2.6,4.0,2.2,4.7
25,Male,US,Yes,Right,2.1,3.6,2.7,3.8,4.1
29,Female,US,Yes,Right,4.9,3.6,4.6,2.9,3.6
26,Female,US,Yes,Right,4.1,3.6,4.3,3.5,3.5
18,Female,US,Yes,Left,3.3,2.7,4.2,4.7,3.5
17,Female,US,Yes,Right,1.8,4.9,4.1,2.5,3.3
16,Female,ES,No,Right,2.0,2.7,3.9,3.9,4.1
65,Female,US,Yes,Right,2.7,2.3,3.8,4.9,4.1
25,Male,US,Yes,Right,4.7,3.4,4.4,3.3,4.2
21,Female,DE,No,Right,1.4,2.5,2.6,4.5,5.0
18,Female,GB,Yes,Right,3.4,4.0,3.3,2.6,4.0
20,Male,LT,Yes,Right,3.8,1.5,4.1,3.8,4.5
16,Female,CA,No,Right,3.6,3.1,4.5,4.0,4.5
43,Male,US,Yes,Right,4.3,3.7,4.0,3.6,4.5
27,Female,US,Yes,Right,2.2,3.4,4.7,4.6,3.3
14,Female,AU,Yes,Right,2.0,2.8,3.7,3.1,3.3
16,Female,US,Yes,Right,2.9,3.2,3.9,4.0,4.1
19,Female,US,Yes,Left,2.6,3.8,4.1,2.5,3.5
20,Male,IN,No,Right,1.9,4.0,3.5,2.0,2.5
20,Female,BR,No,Right,1.0,4.3,2.9,2.8,2.2
29,Male,US,Yes,Right,3.1,2.6,4.3,4.2,3.8
20,Female,US,Yes,Right,2.4,3.3,4.2,4.3,4.5
37,Male,US,Yes,Right,2.9,2.3,3.5,3.5,4.8
15,Female,US,No,Right,3.4,1.2,3.3,3.5,4.4
35,Female,US,No,Right,4.5,3.9,2.8,3.0,4.1
22,Female,BD,No,Right,2.4,3.5,4.1,4.2,3.4
17,Female,GB,Yes,Right,2.1,2.3,3.9,3.5,3.3
23,Female,US,Yes,Right,2.2,4.5,4.6,3.2,4.3
23,Male,ES,No,Right,3.0,3.1,4.7,3.7,4.3
21,Female,CN,No,Right,2.0,2.6,3.7,3.6,2.5
17,Male,US,Yes,Right,4.9,1.7,4.6,3.7,4.5
33,Male,(nu,No,Right,1.4,1.7,3.0,3.6,3.6
21,Female,US,No,Right,3.5,2.4,4.3,3.2,2.6
19,Female,SE,Yes,Right,4.7,2.1,4.2,4.1,3.9
16,Female,US,Yes,Right,1.6,3.8,4.4,3.3,3.5
22,Male,CZ,No,Right,2.8,4.6,4.1,3.0,4.9
16,Male,CA,Yes,Right,3.6,2.2,4.3,3.6,2.6
21,Female,IN,No,Right,3.5,4.2,4.4,3.8,3.8
17,Male,MY,No,Right,3.7,4.0,2.1,3.2,4.4
20,Female,US,Yes,Right,1.5,4.5,3.9,4.3,4.9
17,Female,US,Yes,Right,3.7,2.4,4.3,4.1,4.2
15,Male,US,Yes,Right,2.7,2.8,3.5,3.5,3.6
58,Male,US,Yes,Right,1.5,1.5,3.3,3.9,4.3
14,Male,US,Yes,Right,3.1,4.1,3.3,3.0,4.6
17,Male,US,Yes,Right,3.1,3.2,3.8,3.2,3.8
21,Male,GB,Yes,Right,4.8,1.8,3.1,4.8,4.5
21,Male,AU,Yes,Right,4.8,3.1,4.5,2.4,4.2
16,Male,US,Yes,Right,2.0,4.7,3.3,1.8,3.4
19,Male,US,Yes,Right,3.4,2.9,4.4,4.1,3.8
29,Male,IN,No,Left,2.2,3.9,3.6,2.4,3.9
18,Female,US,Yes,Right,2.8,2.1,3.4,2.8,4.1
23,Male,GB,Yes,Right,3.0,2.8,4.0,3.4,4.3
24,Male,US,Yes,Right,3.7,2.6,2.3,2.7,4.4
17,Female,US,Yes,Left,4.3,4.3,4.1,4.1,2.7
19,Female,US,Yes,Right,2.8,2.8,3.8,2.6,4.4
22,Female,ID,Yes,Right,4.1,2.0,4.0,3.0,4.5
21,Female,IN,No,Right,3.6,4.5,4.9,3.7,2.9
28,Male,US,Yes,Right,3.3,2.2,2.7,3.4,4.6
26,Female,IE,No,Right,2.9,2.7,4.1,3.3,4.1
26,Female,IN,Yes,Right,2.5,3.7,4.2,2.8,3.9
33,Male,GR,No,Right,3.2,2.3,4.5,4.1,4.0
25,Female,GB,Yes,Right,4.2,2.8,4.9,3.4,3.7
28,Female,US,Yes,Right,4.0,3.2,4.8,3.2,3.5
13,Female,EG,Yes,Left,3.8,4.0,3.9,3.4,3.5
31,Male,DE,No,Left,2.8,2.6,3.6,3.3,3.6
14,Female,GB,Yes,Right,3.1,2.3,4.3,3.8,4.0
15,Female,US,Yes,Right,3.2,2.6,4.7,4.1,4.2
16,Male,IT,No,Right,2.4,3.1,3.6,3.6,3.7
40,Male,US,No,Right,2.3,2.8,3.6,4.1,4.0
23,Female,US,Yes,Right,4.0,2.4,4.7,3.6,4.5
25,Female,FR,No,Right,2.6,3.7,3.3,2.4,3.5
48,Male,US,Yes,Right,3.0,2.4,3.7,3.5,3.2
18,Male,US,Yes,Right,1.9,3.5,3.3,2.8,4.5
37,Male,NL,No,Right,3.3,2.3,4.5,3.8,4.4
39,Female,US,Yes,Right,4.0,4.5,4.6,3.0,5.0
23,Male,ZA,No,Right,2.7,2.1,3.8,4.1,3.5
17,Female,AT,No,Right,1.9,4.0,2.9,3.9,4.9
21,Female,US,No,Right,1.9,4.3,3.0,2.9,3.2
19,Male,US,Yes,Left,3.0,1.9,3.0,3.8,4.2
20,Male,ID,No,Right,3.2,3.8,3.5,3.5,3.6
31,Female,IE,Yes,Right,3.3,2.6,4.3,4.2,4.0
20,Female,CA,No,Right,4.6,3.2,4.7,4.0,5.0
34,Female,US,Yes,Right,2.9,2.8,4.7,3.6,4.8
45,Male,IE,Yes,Right,3.2,1.0,4.8,4.0,4.7
41,Female,US,Yes,Right,1.9,1.9,4.3,2.3,3.5
20,Male,GB,Yes,Left,1.4,3.8,3.9,2.8,3.1
21,Male,US,Yes,Right,2.5,3.2,4.0,3.0,4.4
57,Female,(nu,Yes,Right,3.6,2.6,4.9,3.8,5.0
18,Male,ES,No,Right,1.9,3.5,3.3,2.9,4.1
13,Female,US,No,Both,2.3,3.5,3.8,2.4,3.2
70,Male,CA,Yes,Right,2.0,2.7,4.7,2.9,1.8
20,Female,US,Yes,Right,3.9,3.1,4.5,3.4,2.9
22,Male,US,Yes,Right,4.0,2.9,4.5,4.1,4.2
38,Male,US,Yes,Right,3.1,2.1,4.6,3.6,4.2
48,Female,US,Yes,Right,4.9,2.9,3.7,3.5,3.9
35,Female,LB,Yes,Right,2.4,2.2,3.0,4.8,4.4
43,Female,US,Yes,Right,3.2,3.5,3.9,3.1,4.7
20,Female,GB,No,Right,2.6,2.6,3.9,3.9,3.4
17,Female,US,Yes,Right,4.6,3.6,3.3,3.0,3.3
16,Female,US,Yes,Both,1.5,2.3,2.0,2.9,4.3
53,Female,US,Yes,Right,2.1,4.3,3.4,2.1,4.9
18,Male,US,Yes,Right,2.1,2.9,3.0,3.2,3.2
27,Female,AU,No,Left,1.6,4.2,3.0,2.7,2.6
28,Female,US,Yes,Right,4.8,3.7,4.7,3.0,4.8
31,Female,AR,No,Right,3.4,2.5,3.6,2.4,3.9
59,Female,US,Yes,Left,2.6,4.8,5.0,4.7,3.6
17,Female,IN,No,Right,3.2,3.5,4.0,2.5,3.1
14,Male,(nu,Yes,Right,1.5,3.4,3.1,2.4,2.8
25,Male,JP,Yes,Right,2.7,4.2,4.2,3.5,4.0
40,Female,US,Yes,Right,3.8,2.8,4.9,4.1,4.3
15,Female,ID,No,Right,3.5,4.8,3.4,2.3,4.6
24,Female,TW,No,Right,3.1,3.7,3.9,3.0,3.2
43,Female,AU,Yes,Right,4.8,2.9,4.1,2.6,4.2
29,Female,EG,No,Right,3.7,1.2,4.2,4.0,4.3
34,Female,US,Yes,Right,4.1,2.0,4.7,4.1,4.1
35,Male,US,No,Right,2.8,2.9,3.4,3.8,3.5
24,Female,US,Yes,Right,2.6,3.8,3.9,4.0,2.5
16,Female,US,Yes,Right,3.6,3.6,4.4,3.2,3.6
20,Female,US,Yes,Right,2.4,4.0,4.5,3.0,4.5
53,Female,US,Yes,Right,4.0,2.5,4.6,4.2,2.8
43,Male,US,Yes,Right,3.1,3.3,3.2,2.8,3.0
22,Male,GB,Yes,Right,1.5,3.1,3.7,2.8,4.3
18,Female,BO,No,Left,4.0,2.7,4.6,3.2,4.6
19,Male,IN,No,Right,3.6,3.6,3.8,2.7,3.1
17,Male,US,Yes,Right,4.7,2.7,3.9,3.0,4.5
42,Female,US,Yes,Right,4.6,3.5,5.0,3.2,4.4
50,Male,US,Yes,Right,3.8,2.5,3.6,2.7,4.8
27,Male,US,Yes,Right,3.1,3.8,4.8,3.4,4.2
16,Male,CA,Yes,Right,2.0,3.1,3.0,3.0,3.6
22,Female,GB,Yes,Right,2.2,3.2,3.8,2.8,4.3
37,Female,RO,No,Right,3.3,2.1,4.2,3.6,4.4
21,Male,US,Yes,Right,1.1,3.1,2.8,3.1,3.3
40,Female,US,Yes,Right,4.3,4.3,3.9,4.2,3.8
18,Female,US,Yes,Right,3.7,3.3,4.8,4.1,3.6
18,Male,IN,No,Right,3.1,3.6,3.3,3.9,3.9
24,Male,MX,No,Right,2.8,3.9,3.1,2.4,4.3
14,Female,US,Yes,Both,4.4,2.6,4.9,4.4,4.7
